labeling,sentence
1,병원에서 유방암이 의심된다고 조직검사를 하자 그랬어. 결과는 다음 주에 나오는데 아직 아이들이 어린데 걱정이야.
2,내가 우리 아들 때문에 구역질이 나.
1,은퇴를 하기 싫은데 주변 사람들이 눈치를 주는 것 같은 기분이 들어.
3,일이 힘들어서 퇴사하고 싶은데 그만두면 다시 취직하기 힘들 거 같아 고민이야.
0,오늘이 여자 친구랑 일주년인데 까먹고 있다가 놀랐어.
5,내가 살이 많이 쪘다고 친구가 놀린다. 정말 실망이야.
0,의사가 찬물 말고 따끈한 물을 마시랬는데 효과가 있어. 설사가 많이 줄었어.
4,부모님이 집안 사정이 있어 원하는 대학 가는 걸 포기하라고 하셔서 상처를 받았어.
5,나이가 많아서 그런지 더 이상 나에게 일을 시키지 않는 것 같아.
5,딸의 결혼식을 볼 때까지 내가 버티지 못할 것 같은 생각이 들어.
5,음식점 아르바이트를 하는데 시급을 안 올려줘서 낙담했어.
1,가족끼리 야구장에 갔는데 전광판에 나랑 아내가 떠서 너무 부끄러웠어.
4,매일 야근이야. 남편 얼굴 못 본 지 일주일이 넘었어. 몸도 너무 피곤하고 괴롭다.
3,기침이 자꾸 심해져.
3,친구가 술을 마시자고 했는데 건강이 걱정되어서 거절했어.
2,톡방에서 여직원들에 대한 평가가 이루어진다는 사실을 알고 너무 화가 나.
0,살이 쪘었는데 방학 동안 운동을 열심히 해서 키도 크고 살도 많이 뺐어.
3,남편이 돈을 너무 헤프게 써. 이러다가 노년의 생활이 망가질까 봐 늘 불안해.
5,친한 친구에게 가정사를 털어놨는데 그 후로 그걸 약점 잡아 화나고 슬퍼.
2,나 이번에도 서류 전형에서 떨어져서 취직 못 했어. 정말 좌절했어.
4,학교 애들이 자꾸 나만 괴롭혀. 슬프다.
1,회식 자리가 난 너무 불편한데 나 혼자 그런지 회식 할 때마다 혼자 겉도는 거 같아.
2,부장이 요즘 나를 자꾸 괴롭히는 게 화가 나서 오늘 부장한테 심한 말을 해버렸어.
0,바이러스로 인해 다들 예민한데 갑자기 열이 올라 검사를 했더니 다행히 음성이 나왔어.
1,욕심부려서 돈을 더 크게 벌려고 하다가 결국 사기당했어. 내 팔자가 그렇지 뭐.
5,회사에서 알아주지 않아도 희생 정신으로 열심히 일했던 것이 후회가 된다.
4,당연히 날 위로해 줄 거라고 믿었던 친구가 다른 애들과 어울려서 나를 손가락질하고 있었어.
0,오늘 하루 열심히 일해서 퇴근길에 너무 뿌듯해.
2,난 왕따 시킨 게 아닌데 걔가 착각한 거야.
3,친구 사이에서 초조감이 들어.
1,축제 무대에 오르니까 너무 긴장됐어. 진짜 당황스러웠어.
2,애인이 나 몰래 바람을 피웠어. 너무 분노가 차올라.
5,복권 일 등에 당첨된 줄 알았는데 삼 등이었어.
3,선생님이 나보고 교무실로 따라 오라 했어. 혼날 것 같아.
5,난 혼자가 편한데 아빠는 내가 친구가 없다고 문제가 있는 게 아니냐고 하셨어. 그게 아닌데 난 슬퍼
4,나는 우리 반에서 하나도 쓸모가 없는 사람이야. 그래서 힘들어.
3,만성질환 때문에 새로운 직장을 구해도 잘 할 수 있을지 두려워.
1,처음 출근한 회사에 나의 상사로 군대 후임을 만났는데 혼란스럽네.
1,오늘 애들이 갑자기 나만 놔두고 밥을 먹으러 가서 당황했어.
0,학교폭력위원회에서 내린 격리 결정으로 더 이상 가해자를 볼 일이 없어 마음이 편해.
4,운동을 제대로 배우려고 헬스장에 왔는데 아무도 나에게는 관심이 없어서 상처를 받았어.
0,엄마가 자꾸 결혼하라고 재촉하시는데 나는 너무 느긋하거든. 결혼 생각이 없어.
5,즐거움이라는 감정을 느껴본 지 너무 오래되었어. 진짜 너무 슬픈 일이야.
0,누나가 청소 내기를 하자고 했는데 내가 이겼어.
2,박 씨 장례식장에서 김 씨가 너무 무례하게 행동해서 화가 나.
0,여자 친구와 나는 서로를 믿기 때문에 사생활을 침해하지 않고 있어.
3,회사에서 일을 하다 병에 걸려서 구조조정의 대상이 될까 봐 걱정이야.
1,돈이 없어서 놀러 다니지를 못하니 외로워.
5,난 대학에 가기 싫은데 선생님마저도 무조건 가라고만 하셔.
2,생일에 며느리가 음식점을 예약했는데 내가 못 먹는 해산물 음식점이라 거의 먹지도 못했어.
2,아역 연기자로 데뷔하기 위해 오디션에 도전하지만 번번이 최종 캐스팅에서 탈락해 화가 나.
3,고집 센 아들이 직장에서 오래 일하지 못하고 항상 금방 관둬서 속상해.
0,내 건강을 생각해서 딸과 사위가 나와 함께 살겠다고 하네. 애들한테 너무 고맙다.
0,정년이 정말 코앞으로 다가왔어.
2,이제 돈이라면 지긋지긋해.
2,도대체 삶이 왜 이리 불공평한 거야?
0,재정 상태에 편안해.
5,근무 중 사람이 다쳤으면 산재 처리를 해야 하는데 회사는 그걸 거부하고 있어.
3,한참 전에 아내가 아기를 낳으러 분만실로 이동했어. 그런데 아직도 소식이 없어서 너무 초조해.
0,요즘에 건강에 자신이 있어서 신이 나.
4,남편이 같은 회사 직원하고 바람을 피운 것 같아.
3,의사 선생님께 나의 상태가 어떤지 물어보기가 조심스러워.
2,남편과 쇼핑하다가 맘에 드는 옷이 있어서 입어봤는데 시간이 지체되자 남편이 짜증을 냈어.
1,큰아들에게 손자 생일날 밥을 사 줄 테니 놀러 오라고 했지만 대답만 잘하고는 오지 않았어.
2,얼마 전에 갑자기 부정맥같이 심장이 이상하게 뛰길래 힘들어서 집사람과 이야기를 했지
1,입양 보낸 아들이 죽기 전에 나를 보고 싶다고 찾아왔는데 차마 얼굴을 볼 면목이 없더라고.
4,남자 친구가 빚이 있다는 걸 결혼 전에 나한테 말을 안 했어. 속았다는 생각에 억울해.
0,시골에 내려와 농사를 짓는 게 꿈이었는데 그 꿈을 이루고 나니 무척 기뻐.
2,학교에서 일어난 일은 내가 알아서 해결할 수 있는데 자꾸 가족들이 신경을 쓰니까 너무 성가셔.
2,친할머니가 자꾸 엄마에게 집에 오라고 하셔.
5,친구 때문에 비참해.
0,내 친구들은 내가 하는 일을 뒤에서 묵묵히 응원해줘.
2,이 씨 할아버지가 우리 남편을 이용해서 대출받고 그 돈으로 땅을 샀대. 정말 화가 나!
2,나는 상상해본 적도 없는데 아내가 내 직장 동료와 나의 사이를 의심하고 있어서 화나.
0,언니가 가르쳐줬던 문제가 시험에 나왔어. 언니의 공부 실력에 대한 신뢰감이 느껴져.
5,여친이 헤어지자네. 관계가 끝난 거 같아서 슬퍼.
5,이제 정기적으로 건강검진 받는 게 귀찮아.
4,조금 있으면 추석인데 자식들은 이번에도 찾아오지 않을 것 같아.
5,친구 한 명이 너무 심하게 가족을 욕하는 데 좋아 보이지 않고 실망했어.
2,명절 때만 찾아오는 자식들이 밥상머리에서 유산 얘기를 꺼내서 밥상을 뒤집어엎었어.
3,남편 친구와 바람을 피우고 있어.
2,아내한테 음식을 짜게 하지 말라고 했는데 자꾸 짜게 만드니까 화가 나.
4,친구가 나한테 상처 되는 말을 했어.
5,친구 사이에 실망했어.
5,대인관계에 환멸이나.
0,어제까지 크게 싸우던 부모님이 이제 화해를 해서 다행이야.
0,죽음이 언제 올지 모르지만 그래도 후회는 없어.
4,직원들이 내게는 말도 없이 나만 빼고 회식을 했다더라. 모여서 떠들다가도 나만 다가가면 제자리로 돌아가 버리기도 해서 자꾸 고립된 기분을 느껴.
0,좋은 회사로 이직하게 됐어.
5,노인학교에 다니기 시작했는데 이미 자기들끼리 친해서 함께 하기 힘들어서 실망했어.
4,집에 돈이 없어서 대학 진학을 포기했어.
4,아들의 결혼을 반대했더니 아들이 인연을 끊어버렸어.
2,오늘 체육 시간에 반 애들이 아무도 나랑 짝을 안 하려고 해서 너무 화가 나.
4,부모님은 내가 시험을 망치면 말도 걸어 주지 않으셔서 너무 슬퍼.
1,이번에 성적이 크게 떨어졌어. 부모님께 눈치가 보여.
1,출산 후 회사를 그만두고 육아에만 집중하다 보니 고립된 느낌이야.
2,후임이 맡은 바를 끝내지도 않고 퇴근하려고 해서 화가 나.
2,나랑 나이도 비슷한데 우리 부장이 자꾸 스트레스를 줘.
1,재정적으로 혼란스러워.
1,가게에서 막 시끄럽게 군 친구들이 너무 부끄러웠어.
3,아토피 피부염 때문에 음식을 가려 먹어야 해서 밥 먹을 때마다 조심스러워.
3,엄마와 길을 가다가 가해자들을 마주치자 본능적으로 숨을 곳을 찾은 내가 미워.
5,학교에서 따돌림을 너무 당해서 정신이 마비되었어.
5,우리 부모님은 너무 고지식해서 피곤해.
5,오늘은 내 생일! 선물은 기대도 안 했는데 전화 한 통 없는 아들한테 너무 서운해.
1,친구와의 약속을 까먹어서 친구가 엄청 기다려서 미안해.
1,우리 집 재정이 내 생각보다 좋지 않아. 통장을 보니 너무 당황스러워.
2,열심히 했는데 성적이 안 올라 짜증 나.
0,거래처에서 납품 기한일을 미루어 주었어. 정말 감사해.
2,홈쇼핑에서 좋다고 한 안마기기를 샀는데 불량이 왔어.
3,정말 좋아하는 친구이지만 돈이 얽혀있을 때는 사기를 당할까 봐 걱정돼.
0,나는 돈을 많이 버는 것도 중요하지만 보람을 느끼는 일이 더 중요해.
3,오랜 투병 생활 중 혹시 몰라 영정 사진을 찍었는데 그 이후로 더 두려움을 느끼고 있어.
2,직장동료가 내 말을 계속 무시해서 오늘 나도 무시했어. 매번 너무 화가 났거든
3,주위를 봐도 금전적으로 여유 있게 운용해서 성공한 은퇴 모델이 없는 것 같아 불안해.
3,지금은 건강하지만 아플 때를 대비해서 돈이 있어야 하는데 없어서 초조해.
0,학교에서 가해자들과 나를 다른 반으로 해주었어.
1,생활비가 좀 넉넉하면 좋겠어. 여유가 없으면 사람들 만나는 일도 쉽지 않은 것 같아. 집에 있는 시간이 많아져.
4,김 사장 그 인간이 나한테 사기를 쳤어. 장기간 치밀하게 속여 온 거지.
4,뇌종양이 커져서 수술을 받아야 되는데 더이상 돈이 없어. 방도가 전혀 없어.
1,오르지 명문대만 생각하는 우리 부모님이 혐오스러워.
0,나이가 있는데 어디 아픈 곳 없이 튼튼하니 정말 다행이라고 생각해.
1,내가 좋아하는 얘가 내 부끄러운 모습을 보고 말았어.
5,아내와 매일 싸우는 데 환멸을 느껴.
3,몸이 아파서 집에만 있었더니 너무 외로워.
4,오늘도 우리 학년이 전체 운동장으로 불려 나갔어. 군기 잡는 선배들 때문에 너무 괴로워.
3,이래 가지고 내 집을 살 수나 있나 싶어서 불안해.
2,한평생 경제력을 키우기 위해 노력했는데 결과가 없어.
4,형이 아빠 차 타고 나갔는데 사고가 났어. 충격이 커.
5,요즘은 돈을 벌어 봤자 모두 병원비로 나가서 속상하네. 언제 이렇게 골병이 든 건지.
2,아들 때문에 싫다는 병원에 억지로 끌려와 검사받게 됐어.
4,자녀들은 내가 정상이 아니라 했지만 결국 검사 결과가 정상으로 나왔어.
3,오늘마저 늦으면 진짜 큰일인데 어쩌지. 너무 걱정돼.
2,우리 창고에 불이 났는데 누군가 버린 담배꽁초 때문이래. 그 사람 생각만 하면 화가 나.
3,내가 한동안 집에 없는데 남편과 아이들이 나 없이 잘 지낼 수 있을지 불안해.
5,나는 학교 폭력을 당했어. 그런데 그것보다 더 억울한 건 당한 내가 전학을 갔다는 거야.
0,딸이 해외로 여행 갔었는데 아무 일 없이 무사히 돌아와서 안도했어.
3,오늘 무척 당황스러운 일이 있었어.
2,직장 동료 중에 내 옷차림이나 내가 하는 행동을 따라 하고 물어보는 사람이 있어 귀찮아.
4,남편과는 함께 있어도 고립된 감정이 들어.
0,사위가 아들 못지않게 나를 챙겨주고 존중해줘서 너무 고마워.
1,건강에 열등감을 느껴.
1,친구들이랑 목욕탕에 갔는데 눈이 마주칠 때마다 수건으로 몸을 가리게 되더라.
0,어떤 교수님이 내 은사를 알아보고 진로 상담을 해 주셨어. 이제 명확한 길이 보이니 행복해.
2,탁구 모임 있는 날인데 나한테만 연락이 안 왔어. 너무 서운하고 화가 나.
5,내가 이번에 금괴를 모아서 땅에 묻어놨어.
3,요즘 정말 하루하루가 스트레스 때문에 살기가 힘든 거 같아.
2,나 오늘 엄마가 시험 못 봤다고 혼내서 기분이 안 좋아.
0,난 친구보다 가족이랑 함께 있는 시간이 더 좋고 신뢰가 간다.
3,대출 신청을 했는데 거부될까 봐 걱정이야.
3,지금 다니는 직장을 그만두고 다른 일을 할 수 있을지 모르겠어.
2,저번에 친구가 교과서를 빌려 갔는데 친구가 돌려주지 않아서 수업 시간에 선생님께 혼났어. 너무 억울해.
1,건강해서 소일거리로 용돈을 벌고 있는데 이거 때문에 연금 혜택이 없어진다는 걸 알았어.
1,요즘 이유도 없이 우울하고 감정 기복이 심해져서 좀 혼란스러워.
0,노후를 준비하려고 펀드에 들었어.
0,신체 나이 검사를 했는데 십 년이나 젊게 수치가 나왔지 뭐야.
0,아내가 챙겨주는 저탄수화물 고지방 식단 때문에 몸이 건강해진 것 같아.
3,직장에서 동료들이랑 관계가 안 좋아질까 봐 걱정돼.
4,병원에서 입원비를 내지 못하면 더 치료해주지 않을 거래.
0,오늘 회사에서 새 프로젝트를 성사시켰어. 오늘도 한 건 해서 만족스러워.
3,내가 괴롭히던 피해 학생이 학폭위를 열어서 퇴학당하게 될까 봐 겁이 나.
1,평소 다니지 않던 노인정에 오랜만에 내가 나타나자 모두가 놀란 눈으로 쳐다보아서 당황스러웠어.
2,집으로 찾아와 돈을 요구하는 자식들이 괘씸해.
3,내 동기가 이번에 승진했어.
5,나 오늘 어이없게 해고당했어.
2,건강 때문에 화가 나.
4,내가 고혈압이 있대.
0,나이가 있으니 이제는 마음의 여유를 가지려고 해.
3,남편이 회사 여직원과 친하게 지낸다는 소문이 사내에 퍼졌대. 너무 속상하고 불안해.
4,길 가던 사람이 아무 데나 꽁초를 버리기에 주웠다가 단속반에 걸려서 벌금을 물었어. 너무 억울해.
